epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,11044.1,0.90662,0.82078,1.19712,0.74979,0.73402,0.78199,0.58906,0.70629,0.78396,0.9044,0.0085249,0.0085249,0.0085249
151,11123.7,0.90893,0.82084,1.20252,0.76004,0.72765,0.78224,0.58889,0.70606,0.78502,0.90437,0.008515,0.008515,0.008515
152,11202.2,0.9093,0.81568,1.20318,0.75971,0.72801,0.78239,0.58953,0.70566,0.78529,0.90403,0.0085051,0.0085051,0.0085051
153,11281.3,0.91238,0.81957,1.20109,0.76029,0.72848,0.78286,0.59009,0.70578,0.78623,0.90384,0.0084952,0.0084952,0.0084952
154,11359.8,0.90619,0.81878,1.19987,0.75912,0.7282,0.78286,0.59079,0.7056,0.78077,0.9036,0.0084853,0.0084853,0.0084853
155,11438.6,0.91211,0.83052,1.20185,0.75749,0.72972,0.78307,0.5909,0.70557,0.78027,0.90359,0.0084754,0.0084754,0.0084754
156,11517.6,0.91242,0.82524,1.20182,0.76139,0.72737,0.78315,0.59092,0.70505,0.78124,0.90289,0.0084655,0.0084655,0.0084655
157,11596.9,0.91236,0.82555,1.20345,0.76619,0.72738,0.78346,0.59125,0.70449,0.77967,0.90227,0.0084556,0.0084556,0.0084556
158,11675.6,0.8998,0.8137,1.19466,0.77047,0.72087,0.7838,0.59118,0.70471,0.78178,0.90259,0.0084457,0.0084457,0.0084457
159,11753.9,0.90917,0.82102,1.20223,0.76741,0.72388,0.78272,0.59111,0.70475,0.77929,0.90285,0.0084358,0.0084358,0.0084358
160,11831.4,0.90791,0.8148,1.19828,0.77464,0.71643,0.78277,0.59121,0.70412,0.77368,0.90235,0.0084259,0.0084259,0.0084259
161,11903.6,0.90693,0.81535,1.1984,0.7688,0.72465,0.78301,0.5915,0.70354,0.77503,0.90197,0.008416,0.008416,0.008416
162,11976.2,0.90319,0.81748,1.1949,0.75958,0.73214,0.78326,0.59242,0.70394,0.77746,0.90221,0.0084061,0.0084061,0.0084061
163,12049.1,0.90064,0.81169,1.19656,0.76061,0.73177,0.78331,0.5926,0.70351,0.7857,0.902,0.0083962,0.0083962,0.0083962
164,12121.2,0.90062,0.81092,1.19414,0.7623,0.73154,0.78352,0.59277,0.70315,0.78799,0.90168,0.0083863,0.0083863,0.0083863
165,12194,0.90804,0.82517,1.20266,0.76059,0.73312,0.7836,0.59328,0.70259,0.79124,0.90103,0.0083764,0.0083764,0.0083764
166,12266.5,0.89373,0.80506,1.19038,0.7609,0.73305,0.78387,0.59332,0.70148,0.79635,0.89995,0.0083665,0.0083665,0.0083665
167,12339.1,0.89931,0.80687,1.19127,0.76152,0.73106,0.78427,0.59332,0.70147,0.79566,0.89979,0.0083566,0.0083566,0.0083566
168,12411.7,0.8982,0.80947,1.19229,0.76298,0.7315,0.78427,0.59365,0.70122,0.79721,0.89953,0.0083467,0.0083467,0.0083467
169,12484.2,0.89905,0.80784,1.19436,0.75944,0.73427,0.78464,0.59428,0.70104,0.79888,0.89935,0.0083368,0.0083368,0.0083368
170,12556.9,0.8981,0.81219,1.19371,0.76338,0.73365,0.78464,0.59447,0.70027,0.79648,0.89855,0.0083269,0.0083269,0.0083269
171,12629.3,0.89802,0.81173,1.19237,0.75813,0.73538,0.78503,0.59499,0.69962,0.79635,0.89788,0.008317,0.008317,0.008317
172,12701.7,0.89609,0.80524,1.19107,0.75905,0.73672,0.7856,0.59491,0.69887,0.79156,0.89709,0.0083071,0.0083071,0.0083071
173,12773.9,0.8983,0.80588,1.19168,0.76121,0.73513,0.78584,0.59513,0.69813,0.78622,0.89656,0.0082972,0.0082972,0.0082972
174,12846.6,0.89518,0.80336,1.18856,0.76061,0.73647,0.78594,0.5955,0.69787,0.78148,0.89663,0.0082873,0.0082873,0.0082873
175,12919.2,0.89581,0.80398,1.19086,0.75929,0.73799,0.78629,0.59581,0.69733,0.78162,0.89621,0.0082774,0.0082774,0.0082774
176,13008,0.89527,0.80237,1.18914,0.76295,0.73591,0.78696,0.59643,0.69707,0.78108,0.89612,0.0082675,0.0082675,0.0082675
177,13081,0.89312,0.79755,1.19031,0.75687,0.73928,0.78716,0.59686,0.69622,0.78151,0.89549,0.0082576,0.0082576,0.0082576
178,13153.6,0.89275,0.79899,1.18759,0.74943,0.74558,0.7876,0.59685,0.69532,0.78053,0.89493,0.0082477,0.0082477,0.0082477
179,13225.9,0.89145,0.79969,1.18902,0.74917,0.74524,0.78769,0.59749,0.694,0.77418,0.89404,0.0082378,0.0082378,0.0082378
180,13326.9,0.89047,0.79978,1.18996,0.74808,0.74642,0.78824,0.59766,0.69395,0.77069,0.89372,0.0082279,0.0082279,0.0082279
