epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,25808.2,0.792,0.71899,1.13871,0.70293,0.64178,0.69313,0.54556,0.59119,1.29796,0.82145,0.0086635,0.0086635,0.0086635
137,25998,0.78811,0.71605,1.13548,0.70392,0.64143,0.69348,0.54603,0.5912,1.30035,0.8216,0.0086536,0.0086536,0.0086536
138,26187.6,0.78813,0.71807,1.13534,0.70327,0.64234,0.69376,0.54667,0.59087,1.29695,0.82122,0.0086437,0.0086437,0.0086437
139,26377.4,0.78232,0.71308,1.13055,0.708,0.63637,0.69372,0.54667,0.59035,1.29613,0.8206,0.0086338,0.0086338,0.0086338
140,26566.5,0.78669,0.70385,1.13518,0.70059,0.64463,0.69391,0.54689,0.59032,1.29408,0.82057,0.0086239,0.0086239,0.0086239
141,26756.2,0.78774,0.71906,1.13538,0.70108,0.64445,0.69413,0.54729,0.58989,1.29152,0.82027,0.008614,0.008614,0.008614
142,26946.2,0.78582,0.71301,1.13077,0.70367,0.64151,0.69403,0.5472,0.58961,1.29067,0.82009,0.0086041,0.0086041,0.0086041
143,27135.4,0.78491,0.70844,1.13026,0.707,0.63571,0.69394,0.54717,0.58936,1.29158,0.8199,0.0085942,0.0085942,0.0085942
144,27324.7,0.78323,0.70964,1.12992,0.71153,0.63368,0.69432,0.5473,0.58946,1.28892,0.81996,0.0085843,0.0085843,0.0085843
145,27514.4,0.77972,0.70572,1.13119,0.71086,0.63352,0.69428,0.54752,0.58938,1.28937,0.82011,0.0085744,0.0085744,0.0085744
146,27704.3,0.78205,0.70777,1.12839,0.71001,0.63484,0.69424,0.54758,0.58891,1.28964,0.81966,0.0085645,0.0085645,0.0085645
147,27894.3,0.77928,0.70691,1.12764,0.70939,0.63709,0.69433,0.54753,0.58885,1.28812,0.81956,0.0085546,0.0085546,0.0085546
148,28083.7,0.77797,0.70314,1.12807,0.711,0.6363,0.69446,0.54778,0.5884,1.28572,0.81889,0.0085447,0.0085447,0.0085447
149,28273.5,0.77782,0.70145,1.12723,0.71619,0.63514,0.69417,0.5477,0.58804,1.27675,0.8185,0.0085348,0.0085348,0.0085348
150,28462.8,0.77911,0.70492,1.1276,0.71659,0.63655,0.69495,0.54848,0.5879,1.26994,0.81851,0.0085249,0.0085249,0.0085249
151,28652.4,0.77801,0.70244,1.12622,0.71546,0.63817,0.69504,0.54868,0.58761,1.2672,0.8183,0.008515,0.008515,0.008515
152,28842.1,0.77715,0.70159,1.12771,0.71572,0.63643,0.69536,0.54921,0.58739,1.2702,0.8183,0.0085051,0.0085051,0.0085051
153,29031.7,0.7731,0.68991,1.12464,0.71643,0.63591,0.69547,0.54958,0.58702,1.2759,0.81784,0.0084952,0.0084952,0.0084952
154,29221.3,0.77243,0.69789,1.12361,0.71658,0.6357,0.69566,0.5496,0.58696,1.28296,0.81805,0.0084853,0.0084853,0.0084853
155,29411.1,0.77189,0.69509,1.1253,0.71786,0.63522,0.69588,0.54959,0.58634,1.28544,0.81709,0.0084754,0.0084754,0.0084754
156,29601,0.77161,0.69855,1.12269,0.71494,0.63619,0.69593,0.5496,0.58568,1.29002,0.81637,0.0084655,0.0084655,0.0084655
157,29790.7,0.77071,0.69493,1.12563,0.70197,0.64321,0.69577,0.54929,0.58503,1.29116,0.81573,0.0084556,0.0084556,0.0084556
158,29979.9,0.77104,0.69231,1.12025,0.70381,0.64283,0.6956,0.54931,0.58478,1.29262,0.81547,0.0084457,0.0084457,0.0084457
159,30169.1,0.76984,0.69447,1.12585,0.70374,0.64431,0.69563,0.54925,0.58447,1.2975,0.81513,0.0084358,0.0084358,0.0084358
160,30358.3,0.77211,0.70025,1.12434,0.70356,0.64452,0.69535,0.54936,0.58412,1.30245,0.81493,0.0084259,0.0084259,0.0084259
161,30547.4,0.76789,0.692,1.1221,0.69986,0.65047,0.6959,0.54982,0.58414,1.30178,0.81489,0.008416,0.008416,0.008416
162,30737.1,0.76686,0.6885,1.11635,0.69673,0.65447,0.69568,0.54998,0.58376,1.30351,0.81442,0.0084061,0.0084061,0.0084061
163,30926.9,0.76702,0.69218,1.11992,0.69706,0.65333,0.69587,0.54997,0.58334,1.30264,0.8139,0.0083962,0.0083962,0.0083962
164,31117,0.76935,0.68843,1.11847,0.69685,0.65388,0.69601,0.55027,0.58276,1.29982,0.81343,0.0083863,0.0083863,0.0083863
165,31306.6,0.76956,0.69162,1.12433,0.6965,0.65529,0.69597,0.55005,0.58272,1.29999,0.81338,0.0083764,0.0083764,0.0083764
166,31495.9,0.76533,0.68747,1.1187,0.69739,0.65458,0.69588,0.55012,0.58231,1.30295,0.81301,0.0083665,0.0083665,0.0083665
167,31685.2,0.76526,0.68724,1.11627,0.69715,0.65648,0.69602,0.55046,0.58214,1.30437,0.8128,0.0083566,0.0083566,0.0083566
168,31874.9,0.75991,0.68415,1.1151,0.69614,0.65905,0.69647,0.5508,0.58211,1.30992,0.81274,0.0083467,0.0083467,0.0083467
169,32065,0.76762,0.68677,1.12055,0.69879,0.65677,0.69667,0.55091,0.58214,1.31022,0.81286,0.0083368,0.0083368,0.0083368
170,32254.6,0.76434,0.68238,1.11987,0.70142,0.65403,0.69694,0.5512,0.58192,1.30902,0.81272,0.0083269,0.0083269,0.0083269
171,32444.2,0.76429,0.68797,1.11668,0.70231,0.6545,0.69727,0.55166,0.58143,1.30981,0.81243,0.008317,0.008317,0.008317
172,32634,0.76091,0.68373,1.11525,0.70159,0.65535,0.69725,0.55185,0.58103,1.31356,0.81209,0.0083071,0.0083071,0.0083071
173,32823.6,0.75835,0.68635,1.118,0.70255,0.65624,0.69759,0.55238,0.58051,1.31114,0.81169,0.0082972,0.0082972,0.0082972
174,33013.6,0.75816,0.68517,1.11521,0.70298,0.65704,0.69768,0.55281,0.58042,1.30998,0.8115,0.0082873,0.0082873,0.0082873
175,33203.5,0.75715,0.6845,1.11454,0.70156,0.65767,0.69768,0.5527,0.58002,1.31018,0.81113,0.0082774,0.0082774,0.0082774
176,33392.7,0.76041,0.67966,1.11609,0.69856,0.66019,0.69769,0.55283,0.57927,1.31095,0.8105,0.0082675,0.0082675,0.0082675
177,33582.4,0.75591,0.68112,1.11387,0.6986,0.66047,0.69769,0.55265,0.57896,1.31232,0.81,0.0082576,0.0082576,0.0082576
178,33771.5,0.757,0.67496,1.11372,0.70148,0.66041,0.69759,0.55278,0.57877,1.30989,0.80983,0.0082477,0.0082477,0.0082477
179,33960.7,0.75207,0.67288,1.10816,0.70517,0.66001,0.69763,0.55287,0.57833,1.30521,0.80956,0.0082378,0.0082378,0.0082378
180,34150.5,0.76234,0.68259,1.1194,0.70456,0.65768,0.69774,0.55326,0.57803,1.30027,0.80946,0.0082279,0.0082279,0.0082279
